Location Code ,Date,Whitton Code,Taxa,Original count Unit,Original no's (per ml),Biovolume units,Biovolume (µm^3 per ml),mean cell/fil. length,mean cell width/diameter,mean cell depth,mean biovolume,Mean Staurastrum or Ceratium cell volume ,cells/colony or filament,Factor,Year,Month,Group code,Group,Genus,,,,,,,,
RB5,15-May-2012,13370030,Fragilaria capucina,CO,2,CE,"32,672",27.6,3.9,3.9,419.796,,47.125,15990.24,2012,5,13,,Fragilaria,capucina,,,,,,,
RB5,15-May-2012,13370040,Fragilaria crotonensis,CO,4,CE,"963,010",61.9,4,4,990.4,,247.8947368,15990.24,2012,5,13,,Fragilaria,crotonensis,,,,,,,
RB5,15-May-2012,16260010,Eudorina elegans,CO,6,CE,"24,733",,10.1,,539.4643421,,8,1152,2012,5,16,,Eudorina,elegans,,,,,,,
RB5,15-May-2012,16470010,Pandorina morum,CO,26,CE,"110,620",,8,,268.0825731,,16,1152,2012,5,16,,Pandorina,morum,,,,,,,
RB5,15-May-2012,17060020,Ankyra judayi,CE,792,CE,"83,629",44.8,3,,105.5575132,,1,100,2012,5,17,,Ankyra,judayi,,,,,,,
RB5,15-May-2012,17210010,Coenochloris fottii,CO,6,CE,"16,468",7,7,,179.59438,,16,1152,2012,5,17,,Coenochloris,fottii,,,,,,,
RB5,15-May-2012,17330000,Dictyosphaerium ,CO,66,CE,"103,726",6.3,6.3,,130.924303,,12,100,2012,5,17,,Dictyosphaerium,,,,,,,,
RB5,15-May-2012,17580020,Monoraphidium contortum,CE,33,CE,"2,426",35.8,2.8,,73.47975777,,1,100,2012,5,17,,Monoraphidium,contortum,,,,,,,
RB5,15-May-2012,17640000,Oocystis,CO,3,CE,"9,178",11.1,8.3,,400.3849881,,8,1152,2012,5,17,,Oocystis,,,,,,,,
RB5,15-May-2012,17680030,Pediastrum boryanum,CO,1,CO,"6,684",,45.4,5,8094.156392,,1,15990.24,2012,5,17,,Pediastrum,boryanum,,,,,,,
RB5,15-May-2012,27050000,Cosmarium,CE,0,CE,"5,479",32.5,34.2,22.8,13269.14489,,1,15990.24,2012,5,27,,Cosmarium,,,,,,,,
RB5,15-May-2012,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CE,99,CE,"18,559",,7.1,,187.4017614,,1,100,2012,5,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,29-May-2012,01020000,Anabaena,FI,1,CE,"18,911",6.5,5.6,,106.7303744,,185,1152,2012,5,01,,Anabaena,,,,,,,,
RB5,29-May-2012,01780010,Woronichinia naegeliana,CO,1,CE,"6,025",6.5,3.8,,49.14498108,,128,1152,2012,5,01,,Woronichinia,naegeliana,,,,,,,
RB5,29-May-2012,05040001,Cryptomonas (small) Length <20 µm,CE,103,CE,"93,272",18.2,10.9,8.72,905.7596989,,1,150,2012,5,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,29-May-2012,05040002,Cryptomonas (medium) Length 20-30 µm,CE,66,CE,"136,482",24.8,14.1,11.28,2065.277984,,1,1152,2012,5,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,29-May-2012,05100012,Rhodomonas lacustris var. nannoplanctica,CE,302,CE,"32,934",12.2,5.3,,109.2060803,,1,150,2012,5,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,29-May-2012,09290000,Kephyrion,CE,29,CE,"1,700",5.7,4.4,,57.78017208,,1,150,2012,5,09,,Kephyrion,,,,,,,,
RB5,29-May-2012,12000001,Small centric diatom (5 - <10 µm diam.),CE,29,CE,"11,280",,8.6,6.6,383.3811179,,1,150,2012,5,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,29-May-2012,12000002,Medium centric diatom (10-20 µm diam.),CE,22,CE,"47,757",,15.9,10.9,2164.265956,,1,150,2012,5,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,29-May-2012,12030000,Aulacoseira,FI,5,CE,"18,488",27.8,6.2,,839.3016101,,4.6,1152,2012,5,12,,Aulacoseira,,,,,,,,
RB5,29-May-2012,13080010,Asterionella formosa,CO,5,CE,"36,529",59.7,4.4,4.4,1155.792,,6.6,1152,2012,5,13,,Asterionella,formosa,,,,,,,
RB5,29-May-2012,16180000,Chlamydomonas,CE,15,CE,"2,445",11.3,5.3,,166.1991526,,1,150,2012,5,16,,Chlamydomonas,,,,,,,,
RB5,29-May-2012,16470010,Pandorina morum,CO,4,CE,"35,494",,9.6,,463.2466863,,20,1152,2012,5,16,,Pandorina,morum,,,,,,,
RB5,29-May-2012,17210010,Coenochloris fottii,CO,1,CE,718,7.1,7.1,,187.4017614,,4,1152,2012,5,17,,Coenochloris,fottii,,,,,,,
RB5,29-May-2012,17260000,Crucigeniella,CO,1,CE,"3,133",16.6,9.7,4.85,408.902893,,8,1152,2012,5,17,,Crucigeniella,,,,,,,,
RB5,29-May-2012,17640000,Oocystis,CO,12,CE,"43,818",15.9,10.7,,953.1544987,,3.692307692,1152,2012,5,17,,Oocystis,,,,,,,,
RB5,29-May-2012,17680030,Pediastrum boryanum,CO,2,CE,"3,907",8.8,6.2,6.2,226.64224,,9,1152,2012,5,17,,Pediastrum,boryanum,,,,,,,
RB5,29-May-2012,17810000,Scenedesmus,CO,7,CE,759,7.2,3.7,,51.61008411,,2,150,2012,5,17,,Scenedesmus,,,,,,,,
RB5,29-May-2012,17890000,Sorastrum,CO,0,CE,"2,840",20.9,14.6,,1286.060426,,32,15990.24,2012,5,17,,Sorastrum,,,,,,,,
RB5,29-May-2012,27370000,Staurastrum,CE,0,CE,298,17.1,20.9,,2156.244773,,1,15990.24,2012,5,27,,Staurastrum,,,,,,,,
RB5,25-Jun-2012,01020000,Anabaena,FI,17,CE,"6,995",6.1,3.9,,48.580018,,8.333333333,1152,2012,6,01,,Anabaena,,,,,,,,
RB5,25-Jun-2012,01780000,Woronichinia,CE,2190,CE,"170,911",7.7,4.4,,78.05391668,,1,100,2012,6,01,,Woronichinia,,,,,,,,
RB5,25-Jun-2012,05040001,Cryptomonas (small) Length <20 µm,CE,531,CE,"187,973",13.1,8.8,5.866666667,354.1147389,,1,100,2012,6,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,25-Jun-2012,05040002,Cryptomonas (medium) Length 20-30 µm,CE,132,CE,"149,338",24,11.6,7.733333333,1127.28722,,1,576,2012,6,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,25-Jun-2012,05100012,Rhodomonas lacustris var. nannoplanctica,CE,265,CE,"16,193",8.2,4.7,,61.01221643,,1,100,2012,6,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,25-Jun-2012,08010000,Chrysochromulina,CE,829,CE,"40,151",5.5,4.1,4.1,48.4093248,,1,100,2012,6,08,,Chrysochromulina,,,,,,,,
RB5,25-Jun-2012,12000001,Small centric diatom (5 - <10 µm diam.),CE,863,CE,"271,141",,8.1,6.1,314.3328384,,1,100,2012,6,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,25-Jun-2012,12000002,Medium centric diatom (10-20 µm diam.),CE,100,CE,"88,944",,12.4,7.4,893.6448799,,1,100,2012,6,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,25-Jun-2012,12030000,Aulacoseira,FI,69,CE,"120,585",16,7,,615.7521601,,2.5,576,2012,6,12,,Aulacoseira,,,,,,,,
RB5,25-Jun-2012,12030000,Aulacoseira,FI,150,CE,"92,579",20.7,3.9,,247.2802556,,2.833333333,576,2012,6,12,,Aulacoseira,,,,,,,,
RB5,25-Jun-2012,13000001,Small pennate diatom <10 µm diam,CE,3,CE,"19,670",104.1,8.1,8.1,6830.001,,1,1152,2012,6,13,,Small Pennate diatom,pennate,diatom,<10,µm,diam,,,
RB5,25-Jun-2012,13080010,Asterionella formosa,CO,6,CE,"7,291",57.3,4.7,4.7,1265.757,,1,1152,2012,6,13,,Asterionella,formosa,,,,,,,
RB5,25-Jun-2012,13370040,Fragilaria crotonensis,CE,33,CE,"16,011",66.2,2.7,2.7,482.598,,1,100,2012,6,13,,Fragilaria,crotonensis,,,,,,,
RB5,25-Jun-2012,17000000,Unidentified green,CO,0,CE,455,98.9,12.8,,1098.066219,,2,16024.28,2012,6,17,,Unidentified green,green,,,,,,,
RB5,25-Jun-2012,17080010,Botryococcus braunii,CO,3,CO,"170,968",48.4,48.4,,59365.57891,,1,1152,2012,6,17,,Botryococcus,braunii,,,,,,,
RB5,25-Jun-2012,17260030,Cruicigeniella rectangularis,CO,6,CE,"2,721",6.1,4.3,4.3,59.0561823,,8,1152,2012,6,17,,Cruicigeniella,rectangularis,,,,,,,
RB5,25-Jun-2012,17330040,Dictyosphaerium pulchellum,CO,33,CE,"25,736",,5.7,,96.96682805,,8,100,2012,6,17,,Dictyosphaerium,pulchellum,,,,,,,
RB5,25-Jun-2012,17580020,Monoraphidium contortum,CE,332,CE,"5,362",17.1,1.9,,16.16113801,,1,100,2012,6,17,,Monoraphidium,contortum,,,,,,,
RB5,25-Jun-2012,17580080,Monoraphidium minutum,CE,33,CE,640,9.4,2.8,,19.29356768,,1,100,2012,6,17,,Monoraphidium,minutum,,,,,,,
RB5,25-Jun-2012,17640000,Oocystis,CO,166,CE,"126,372",17.6,8.3,,634.8446659,,1.2,100,2012,6,17,,Oocystis,,,,,,,,
RB5,25-Jun-2012,17680030,Pediastrum boryanum,CO,3,CO,"22,171",,45.8,5,8237.413017,,1,16024.28,2012,6,17,,Pediastrum,boryanum,,,,,,,
RB5,25-Jun-2012,17680050,Pediastrum duplex,CO,1,CO,"4,262",,41.8,5,6861.395435,,1,16024.28,2012,6,17,,Pediastrum,duplex,,,,,,,
RB5,25-Jun-2012,17910020,Sphaerocystis schroeteri,CO,66,CE,"98,472",,5.4,,82.4479576,,18,100,2012,6,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,25-Jun-2012,18110000,Desmodesmus,CO,66,CE,"12,090",8.7,4,,72.88494956,,2.5,100,2012,6,18,,Desmodesmus,,,,,,,,
RB5,25-Jun-2012,27050000,Cosmarium,CE,4,CE,"35,981",29.6,29,19.33333333,8689.505653,,1,16024.28,2012,6,27,,Cosmarium,,,,,,,,
RB5,25-Jun-2012,27360040,Spondylosium planum,FI,1,CE,"2,229",11.8,13.2,6.6,538.2679189,,6.666666667,16024.28,2012,6,27,,Spondylosium,planum,,,,,,,
RB5,25-Jun-2012,27370000,Staurastrum,CE,1,CE,"6,214",see calculation spreadsheet,,,7503,7503,1,16024.28,2012,6,27,,Staurastrum,,,,,,,,
RB5,25-Jun-2012,27370000,Staurastrum,CE,1,CE,"6,889",see calculation spreadsheet,,,5546,5546,1,16024.28,2012,6,27,,Staurastrum,,,,,,,,
RB5,10-Jul-2012,01020000,Anabaena,FI,32,CE,"95,759",7.2,6,,135.7168026,,22.27272727,1152,2012,7,01,,Anabaena,,,,,,,,
RB5,10-Jul-2012,01490000,Microcystis,CE,664,CE,"48,851",,5.2,,73.62217664,,1,100,2012,7,01,,Microcystis,,,,,,,,
RB5,10-Jul-2012,01490020,Microcystis flos-aquae,CO,0,CE,"7,160",,4,,33.51032164,,516,16024.28,2012,7,01,,Microcystis,flos-aquae,,,,,,,
RB5,10-Jul-2012,01490030,Microcystis wesenbergii,CO,0,CE,"3,796",,5.1,,69.45590118,,264,16024.28,2012,7,01,,Microcystis,wesenbergii,,,,,,,
RB5,10-Jul-2012,01530160,Oscillatoria limnetica (Pseudanabaena limnetica),FI,33,FI,"25,679",109.5,3,,774.00989,,1,100,2012,7,01,,Oscillatoria,limnetica,(Pseudanabaena,limnetica),,,,,
RB5,10-Jul-2012,01750010,Snowella lacustris,CO,3,CE,339,2.9,2.2,,7.349232414,,16,1152,2012,7,01,,Snowella,lacustris,,,,,,,
RB5,10-Jul-2012,01780000,Woronichinia,CE,464,CE,"26,837",5.7,4.4,,57.78017208,,1,100,2012,7,01,,Woronichinia,,,,,,,,
RB5,10-Jul-2012,05040001,Cryptomonas (small) Length <20 µm,CE,133,CE,"85,511",17.4,10.3,6.866666667,644.3636916,,1,100,2012,7,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,10-Jul-2012,05040002,Cryptomonas (medium) Length 20-30 µm,CE,86,CE,"75,188",23.5,10.3,6.866666667,870.2613076,,1,1152,2012,7,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,10-Jul-2012,05100012,Rhodomonas lacustris var. nannoplanctica,CE,133,CE,"13,715",9.3,5.7,,103.3462246,,1,100,2012,7,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,10-Jul-2012,09290000,Kephyrion,CE,33,CE,"4,021",8.9,5.1,,121.207357,,1,100,2012,7,09,,Kephyrion,,,,,,,,
RB5,10-Jul-2012,12000001,Small centric diatom (5 - <10 µm diam.),CE,863,CE,"191,345",,7.3,5.3,221.8255011,,1,100,2012,7,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,10-Jul-2012,12030000,Aulacoseira,FI,179,CE,"659,672",24.8,7,,954.4158482,,2.866666667,576,2012,7,12,,Aulacoseira,,,,,,,,
RB5,10-Jul-2012,12030000,Aulacoseira,FI,43,CE,"68,933",12.6,7.5,,556.6509483,,3.870967742,1152,2012,7,12,,Aulacoseira,,,,,,,,
RB5,10-Jul-2012,13080010,Asterionella formosa,CO,23,CE,"70,629",55.6,3.9,3.9,845.676,,3.625,1152,2012,7,13,,Asterionella,formosa,,,,,,,
RB5,10-Jul-2012,16180000,Chlamydomonas,CE,66,CE,"5,839",7,4.9,,88.00124621,,1,100,2012,7,16,,Chlamydomonas,,,,,,,,
RB5,10-Jul-2012,16260010,Eudorina elegans,CO,0,CE,"2,213",,9,,381.7035074,,14,16024.28,2012,7,16,,Eudorina,elegans,,,,,,,
RB5,10-Jul-2012,17080010,Botryococcus braunii,CO,1,CO,"237,062",89.4,78.2,,286252.7366,,1,16024.28,2012,7,17,,Botryococcus,braunii,,,,,,,
RB5,10-Jul-2012,17330040,Dictyosphaerium pulchellum,CO,3,CE,"4,707",,5.8,,102.1604043,,16,1152,2012,7,17,,Dictyosphaerium,pulchellum,,,,,,,
RB5,10-Jul-2012,17510000,Kirchneriella,CE,66,CE,"4,280",15.4,4,,64.50736915,,1,100,2012,7,17,,Kirchneriella,,,,,,,,
RB5,10-Jul-2012,17540040,Lagerheimia genevensis,CE,33,CE,"1,083",5.3,2.8,,32.63486449,,1,100,2012,7,17,,Lagerheimia,genevensis,,,,,,,
RB5,10-Jul-2012,17580020,Monoraphidium contortum,CE,431,CE,"7,867",19.3,1.9,,18.24034875,,1,100,2012,7,17,,Monoraphidium,contortum,,,,,,,
RB5,10-Jul-2012,17640000,Oocystis,CO,66,CE,"187,339",14.4,7.9,,470.560314,,6,100,2012,7,17,,Oocystis,,,,,,,,
RB5,10-Jul-2012,17680030,Pediastrum boryanum,CO,2,CO,"17,504",,46.4,5,8454.654149,,1,16024.28,2012,7,17,,Pediastrum,boryanum,,,,,,,
RB5,10-Jul-2012,17680050,Pediastrum duplex,CO,1,CO,"22,292",,95.6,5,35890.18279,,1,16024.28,2012,7,17,,Pediastrum,duplex,,,,,,,
RB5,10-Jul-2012,17680090,Pediastrum tetras,CO,0,CO,275,,18.4,5,1329.522011,,1,16024.28,2012,7,17,,Pediastrum,tetras,,,,,,,
RB5,10-Jul-2012,17790020,Radiococcus planktonicus,CO,33,CE,"91,306",,6.9,,172.0069102,,16,100,2012,7,17,,Radiococcus,planktonicus,,,,,,,
RB5,10-Jul-2012,17810000,Scenedesmus,CO,33,CE,"8,375",9.3,3.6,,63.10831323,,4,100,2012,7,17,,Scenedesmus,,,,,,,,
RB5,10-Jul-2012,17970010,Tetrastrum elegans,CO,33,CE,"2,088",3.5,3.4,,15.7372848,,4,100,2012,7,17,,Tetrastrum,elegans,,,,,,,
RB5,10-Jul-2012,18110000,Desmodesmus,CO,66,CE,"19,673",10.7,4.2,,98.8282217,,3,100,2012,7,18,,Desmodesmus,,,,,,,,
RB5,10-Jul-2012,27040000,Closterium,CE,0,CE,"2,058",206,9.6,,4970.250905,,1,16024.28,2012,7,27,,Closterium,,,,,,,,
RB5,10-Jul-2012,27050000,Cosmarium,CE,1,CE,"6,206",25.8,25.8,17.2,5994.686571,,1,16024.28,2012,7,27,,Cosmarium,,,,,,,,
RB5,10-Jul-2012,27370000,Staurastrum,CE,0,CE,"3,751",see calculation spreadsheet,,,9058,9058,1,16024.28,2012,7,27,,Staurastrum,,,,,,,,
RB5,10-Jul-2012,27370000,Staurastrum,CE,2,CE,"9,186",see calculation spreadsheet,,,5546,5546,1,16024.28,2012,7,27,,Staurastrum,,,,,,,,
RB5,10-Jul-2012,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CE,166,CE,"16,085",,5.7,,96.96682805,,1,100,2012,7,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,24-Jul-2012,01020000,Anabaena,FI,0,CE,"10,613",7.6,8.9,,315.2043685,,81.5,16024.28,2012,7,01,,Anabaena,,,,,,,,
RB5,24-Jul-2012,01060000,Aphanothece,CO,66,CE,"11,087",1.7,1.4,,1.74463112,,96,100,2012,7,01,,Aphanothece,,,,,,,,
RB5,24-Jul-2012,01490000,Microcystis,CO,33,CE,"20,544",,4.2,,38.79238609,,1,100,2012,7,01,,Microcystis,,,,,,,,
RB5,24-Jul-2012,01490000,Microcystis,CE,66,CE,"3,599",,4.7,,54.36159568,,16,100,2012,7,01,,Microcystis,,,,,,,,
RB5,24-Jul-2012,01530160,Oscillatoria limnetica (Pseudanabaena limnetica),FI,99,FI,"50,845",134.7,2.2,,512.0387618,,1,100,2012,7,01,,Oscillatoria,limnetica,(Pseudanabaena,limnetica),,,,,
RB5,24-Jul-2012,01750010,Snowella lacustris,CO,66,CE,"24,158",3.6,2.2,,9.123185066,,40,100,2012,7,01,,Snowella,lacustris,,,,,,,
RB5,24-Jul-2012,01780010,Woronichinia naegeliana,CO,60,CE,"167,277",5.1,3.4,,30.86928941,,89.80952381,1152,2012,7,01,,Woronichinia,naegeliana,,,,,,,
RB5,24-Jul-2012,04070000,Phacus,CE,33,CE,"13,942",12.6,11.3,5.65,421.2074642,,1,100,2012,7,04,,Phacus,,,,,,,,
RB5,24-Jul-2012,05040001,Cryptomonas (small) Length <20 µm,CE,331,CE,"139,444",14.9,9,6,421.2875748,,1,100,2012,7,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,24-Jul-2012,05040002,Cryptomonas (medium) Length 20-30 µm,CE,14,CE,"30,327",25.5,15.4,10.26666667,2111.003656,,1,1152,2012,7,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,24-Jul-2012,05100012,Rhodomonas lacustris var. nannoplanctica,CE,1622,CE,"175,690",9.4,5.8,,108.3252563,,1,100,2012,7,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,24-Jul-2012,06070000,Gymnodinium,CE,3,CE,"3,340",15,14.9,9.933333333,1162.441642,,1,1152,2012,7,06,,Gymnodinium,,,,,,,,
RB5,24-Jul-2012,09230000,Dinobryon,CE,99,CE,"43,545",14.5,7.6,,438.5244465,,1,100,2012,7,09,,Dinobryon,,,,,,,,
RB5,24-Jul-2012,12000001,Small centric diatom (5 - <10 µm diam.),CE,430,CE,"184,707",,8.9,6.9,429.2585808,,1,100,2012,7,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,24-Jul-2012,12000002,Medium centric diatom (10-20 µm diam.),CE,99,CE,"124,053",,13.6,8.6,1249.298301,,1,100,2012,7,12,,Medium Centric,centric,diatom,(10-20,µm,diam.),,,
RB5,24-Jul-2012,12000003,Large centric diatom (>20 µm diam.),CE,33,CE,"59,710",,17.5,7.5,1803.961407,,1,100,2012,7,12,,Large Centric,centric,diatom,(>20,µm,diam.),,,
RB5,24-Jul-2012,12030060,Aulacoseira granulata,FI,546,CE,"4,998,681",25.7,6.8,,933.3420446,,9.810526316,576,2012,7,12,,Aulacoseira,granulata,,,,,,,
RB5,24-Jul-2012,13080010,Asterionella formosa,CO,32,CE,"287,576",67.3,5.2,5.2,1819.792,,5,1152,2012,7,13,,Asterionella,formosa,,,,,,,
RB5,24-Jul-2012,13260040,Diatoma tenuis,CO,3,CE,"69,883",38.3,6.3,6.3,1520.127,,16,1152,2012,7,13,,Diatoma,tenuis,,,,,,,
RB5,24-Jul-2012,13370040,Fragilaria crotonensis,CO,1,CE,"24,013",82.9,3.9,3.9,1260.909,,30.66666667,15990.24,2012,7,13,,Fragilaria,crotonensis,,,,,,,
RB5,24-Jul-2012,16260010,Eudorina elegans,CO,17,CE,"212,334",,11.53333333,,803.2729723,,15.33333333,1152,2012,7,16,,Eudorina,elegans,,,,,,,
RB5,24-Jul-2012,16490010,Paulschulzia pseudovolvox,CO,9,CE,"29,199",,7.2,,195.4321958,,17.33333333,1152,2012,7,16,,Paulschulzia,pseudovolvox,,,,,,,
RB5,24-Jul-2012,17020010,Actinastrum hantzschii,CO,33,CE,"5,714",16.1,3.2,,43.16129427,,4,100,2012,7,17,,Actinastrum,hantzschii,,,,,,,
RB5,24-Jul-2012,17200000,Coelastrum,CO,6,CE,"11,741",,5.8,,102.1604043,,20,1152,2012,7,17,,Coelastrum,,,,,,,,
RB5,24-Jul-2012,17330000,Dictyosphaerium ,CO,3,CE,"10,927",6.1,6.1,,118.8469737,,32,1152,2012,7,17,,Dictyosphaerium,,,,,,,,
RB5,24-Jul-2012,17510050,Kirchneriella obesa,CO,3,CE,"7,924",12.7,3.6,,43.09008484,,64,1152,2012,7,17,,Kirchneriella,obesa,,,,,,,
RB5,24-Jul-2012,17540040,Lagerheimia genevensis,CE,99,CE,"6,081",5.4,3.8,,61.24220719,,1,100,2012,7,17,,Lagerheimia,genevensis,,,,,,,
RB5,24-Jul-2012,17580020,Monoraphidium contortum,CE,199,CE,"7,560",14.2,3.2,,38.06772538,,1,100,2012,7,17,,Monoraphidium,contortum,,,,,,,
RB5,24-Jul-2012,17580080,Monoraphidium minutum,CE,165,CE,"13,077",13.1,4.8,,79.01733842,,1,100,2012,7,17,,Monoraphidium,minutum,,,,,,,
RB5,24-Jul-2012,17640000,Oocystis,CO,14,CE,"49,133",14,10.8,,855.0158566,,4,1152,2012,7,17,,Oocystis,,,,,,,,
RB5,24-Jul-2012,17680030,Pediastrum boryanum,CO,11,CO,"55,921",,35.2,5,4865.698702,,1,1152,2012,7,17,,Pediastrum,boryanum,,,,,,,
RB5,24-Jul-2012,17690010,Planktosphaeria gelatinosa,CE,33,CE,"9,556",,8.2,,288.6956097,,1,100,2012,7,17,,Planktosphaeria,gelatinosa,,,,,,,
RB5,24-Jul-2012,17910020,Sphaerocystis schroeteri,CO,3,CE,"2,229",,5.7,,96.96682805,,8,1152,2012,7,17,,Sphaerocystis,schroeteri,,,,,,,
RB5,24-Jul-2012,17960010,Tetraedron caudatum,CE,33,CE,"2,384",4.9,4.9,3,72.03,,1,100,2012,7,17,,Tetraedron,caudatum,,,,,,,
RB5,24-Jul-2012,17970010,Tetrastrum elegans,CO,33,CE,468,,3,,3.534291735,,4,100,2012,7,17,,Tetrastrum,elegans,,,,,,,
RB5,24-Jul-2012,18010010,Treubaria setigera,CE,33,CE,"5,849",,7.5,4,176.7145868,,1,100,2012,7,18,,Treubaria,setigera,,,,,,,
RB5,24-Jul-2012,18110000,Desmodesmus,CO,298,CE,"112,133",10.1,4.7,,116.8195992,,3.222222222,100,2012,7,18,,Desmodesmus,,,,,,,,
RB5,24-Jul-2012,27040000,Closterium,CE,0,CE,"2,357",174.2,15.8,,11384.94538,,1,15990.24,2012,7,27,,Closterium,,,,,,,,
RB5,24-Jul-2012,27370000,Staurastrum,CE,0,CE,475,17.9,14.9,,1147.188923,,1,15990.24,2012,7,27,,Staurastrum,,,,,,,,
RB5,24-Jul-2012,90000003,Nanoplankton - unidentified single cells 2–20 µm diameter,CE,563,CE,"43,863",,5.3,,77.95181491,,1,100,2012,7,90,,Nanoplankton,-,unidentified,single,cells,2–20,µm,diameter,
RB5,07-Aug-2012,01020000,Anabaena,FI,1,CE,"4,881",7.5,5.6,,123.150432,,48,15990.24,2012,8,01,,Anabaena,,,,,,,,
RB5,07-Aug-2012,01060000,Aphanothece,CO,66,CE,"14,187",1.9,1.5,,2.238384766,,96,100,2012,8,01,,Aphanothece,,,,,,,,
RB5,07-Aug-2012,01490010,Microcystis aeruginosa,CO,0,CE,"3,978",,6.6,,150.5325536,,64,15990.24,2012,8,01,,Microcystis,aeruginosa,,,,,,,
RB5,07-Aug-2012,01750010,Snowella lacustris,CO,66,CE,"23,334",2.7,2.5,,8.835729338,,40,100,2012,8,01,,Snowella,lacustris,,,,,,,
RB5,07-Aug-2012,01780000,Woronichinia,CO,86,CE,"131,959",5.5,3.1,,27.67481328,,55.46666667,576,2012,8,01,,Woronichinia,,,,,,,,
RB5,07-Aug-2012,05020000,Chroomonas,CE,561,CE,"35,701",6,4.5,4.5,63.61725124,,1,100,2012,8,05,,Chroomonas,,,,,,,,
RB5,07-Aug-2012,05040001,Cryptomonas (small) Length <20 µm,CE,330,CE,"85,578",11.9,7.9,5.266666667,259.2438767,,1,100,2012,8,05,,Cryptomonas,(small),Length,<20,µm,,,,
RB5,07-Aug-2012,05040002,Cryptomonas (medium) Length 20-30 µm,CE,20,CE,"44,183",22.9,16.6,11.06666667,2202.718613,,1,1152,2012,8,05,,Cryptomonas,(medium),Length,20-30,µm,,,,
RB5,07-Aug-2012,05100012,Rhodomonas lacustris var. nannoplanctica,CE,1882,CE,"142,861",8.6,5.1,,75.92483315,,1,100,2012,8,05,,Rhodomonas,lacustris,var.,nannoplanctica,,,,,
RB5,07-Aug-2012,06020030,Ceratium furcoides,CE,1,CE,"68,820",see calculation spreadsheet,,,83340,83340,1,15990.24,2012,8,06,,Ceratium,furcoides,,,,,,,
RB5,07-Aug-2012,06070000,Gymnodinium,CE,1,CE,"9,275",36.4,33.9,22.6,14601.85876,,1,15590.24,2012,8,06,,Gymnodinium,,,,,,,,
RB5,07-Aug-2012,08010010,Chrysochromulina parva,CE,165,CE,"15,163",5.8,5.5,5.5,91.86540518,,1,100,2012,8,08,,Chrysochromulina,parva,,,,,,,
RB5,07-Aug-2012,09230000,Dinobryon,CO,1,CE,481,11.5,4.4,,116.5740314,,6.666666667,15990.24,2012,8,09,,Dinobryon,,,,,,,,
RB5,07-Aug-2012,12000001,Small centric diatom (5 - <10 µm diam.),CE,165,CE,"54,042",,8.2,6.2,327.4230695,,1,100,2012,8,12,,Small Centric,centric,diatom,(5,-,<10,µm,diam.),
RB5,07-Aug-2012,12030000,Aulacoseira,FI,86,CE,"1,144,727",25,6.8,,907.9202769,,14.66666667,576,2012,8,12,,Aulacoseira,,,,,,,,
RB5,07-Aug-2012,13080010,Asterionella formosa,CO,3,CE,"18,845",51.8,4.6,4.6,1096.088,,6,1152,2012,8,13,,Asterionella,formosa,,,,,,,
RB5,07-Aug-2012,13260040,Diatoma tenuis,CO,3,CE,"45,767",59.3,6.7,6.7,2661.977,,6,1152,2012,8,13,,Diatoma,tenuis,,,,,,,
RB5,07-Aug-2012,13370040,Fragilaria crotonensis,CO,1,CO,"2,166",148.7,4.2,4.2,2623.068,,1,15990.24,2012,8,13,,Fragilaria,crotonensis,,,,,,,
RB5,07-Aug-2012,13810010,Synedra acus,CE,14,CE,"12,177",83,3.2,3.2,849.92,,1,1152,2012,8,13,,Synedra,acus,,,,,,,
RB5,07-Aug-2012,13810180,Synedra ulna,CE,3,CE,"16,117",108.5,7.2,7.2,5624.64,,1,1152,2012,8,13,,Synedra,ulna,,,,,,,
