"","YearMonth","year","month","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume"
"718",2012-11-01,2012,11,417841.5701,256640.5632,7928264.722,441938.7392
"719",2012-11-01,2012,11,417841.5701,256640.5632,7928264.722,366096.0204
"720",2012-11-01,2012,11,417841.5701,256640.5632,5113719.987,151662.3518
"721",2012-11-01,2012,11,417841.5701,256640.5632,5113719.987,441938.7392
"722",2012-11-01,2012,11,417841.5701,256640.5632,5113719.987,366096.0204
"723",2012-11-01,2012,11,417841.5701,256640.5632,6808233.135,151662.3518
"724",2012-11-01,2012,11,417841.5701,256640.5632,6808233.135,441938.7392
"725",2012-11-01,2012,11,417841.5701,256640.5632,6808233.135,366096.0204
"726",2013-01-01,2013,1,155340.4486,102729.0174,7739909.494,186427.6722
"727",2013-01-01,2013,1,155340.4486,102729.0174,7739909.494,154669.5505
"728",2013-01-01,2013,1,155340.4486,102729.0174,8816924.198,186427.6722
"729",2013-01-01,2013,1,155340.4486,102729.0174,8816924.198,154669.5505
"730",2013-01-01,2013,1,155340.4486,117079.1666,7739909.494,186427.6722
"731",2013-01-01,2013,1,155340.4486,117079.1666,7739909.494,154669.5505
"732",2013-01-01,2013,1,155340.4486,117079.1666,8816924.198,186427.6722
"733",2013-01-01,2013,1,155340.4486,117079.1666,8816924.198,154669.5505
"734",2013-01-01,2013,1,282967.9893,102729.0174,7739909.494,186427.6722
"735",2013-01-01,2013,1,282967.9893,102729.0174,7739909.494,154669.5505
"736",2013-01-01,2013,1,282967.9893,102729.0174,8816924.198,186427.6722
"737",2013-01-01,2013,1,282967.9893,102729.0174,8816924.198,154669.5505
"738",2013-01-01,2013,1,282967.9893,117079.1666,7739909.494,186427.6722
"739",2013-01-01,2013,1,282967.9893,117079.1666,7739909.494,154669.5505
"740",2013-01-01,2013,1,282967.9893,117079.1666,8816924.198,186427.6722
"741",2013-01-01,2013,1,282967.9893,117079.1666,8816924.198,154669.5505
"742",2013-02-01,2013,2,218992.7858,285464.266,7816139.84,167929.3191
"743",2013-03-01,2013,3,364315.6763,222307.4315,5254808.915,205286.5695
"744",2013-03-01,2013,3,364315.6763,222307.4315,5254808.915,85260.78368
"745",2013-03-01,2013,3,364315.6763,222307.4315,7305068.74,205286.5695
"746",2013-03-01,2013,3,364315.6763,222307.4315,7305068.74,85260.78368
"747",2013-03-01,2013,3,364315.6763,108720.7435,5254808.915,205286.5695
"748",2013-03-01,2013,3,364315.6763,108720.7435,5254808.915,85260.78368
"749",2013-03-01,2013,3,364315.6763,108720.7435,7305068.74,205286.5695
"750",2013-03-01,2013,3,364315.6763,108720.7435,7305068.74,85260.78368
"751",2013-03-01,2013,3,213180.4506,222307.4315,5254808.915,205286.5695
"752",2013-03-01,2013,3,213180.4506,222307.4315,5254808.915,85260.78368
"753",2013-03-01,2013,3,213180.4506,222307.4315,7305068.74,205286.5695
"754",2013-03-01,2013,3,213180.4506,222307.4315,7305068.74,85260.78368
"755",2013-03-01,2013,3,213180.4506,108720.7435,5254808.915,205286.5695
"756",2013-03-01,2013,3,213180.4506,108720.7435,5254808.915,85260.78368
"757",2013-03-01,2013,3,213180.4506,108720.7435,7305068.74,205286.5695
"758",2013-03-01,2013,3,213180.4506,108720.7435,7305068.74,85260.78368
"759",2013-04-01,2013,4,198492.6304,1362136.714,5923867.364,503471.355
"760",2013-04-01,2013,4,198492.6304,1362136.714,5923867.364,580562.0133
"761",2013-04-01,2013,4,198492.6304,1362136.714,622172.7601,503471.355
"762",2013-04-01,2013,4,198492.6304,1362136.714,622172.7601,580562.0133
"763",2013-04-01,2013,4,198492.6304,1320584.846,5923867.364,503471.355
"764",2013-04-01,2013,4,198492.6304,1320584.846,5923867.364,580562.0133
"765",2013-04-01,2013,4,198492.6304,1320584.846,622172.7601,503471.355
"766",2013-04-01,2013,4,198492.6304,1320584.846,622172.7601,580562.0133
"767",2013-04-01,2013,4,390605.9199,1362136.714,5923867.364,503471.355
"768",2013-04-01,2013,4,390605.9199,1362136.714,5923867.364,580562.0133
"769",2013-04-01,2013,4,390605.9199,1362136.714,622172.7601,503471.355
"770",2013-04-01,2013,4,390605.9199,1362136.714,622172.7601,580562.0133
"771",2013-04-01,2013,4,390605.9199,1320584.846,5923867.364,503471.355
"772",2013-04-01,2013,4,390605.9199,1320584.846,5923867.364,580562.0133
"773",2013-04-01,2013,4,390605.9199,1320584.846,622172.7601,503471.355
"774",2013-04-01,2013,4,390605.9199,1320584.846,622172.7601,580562.0133
"775",2013-05-01,2013,5,300476.5464,391317.2829,813395.2957,247203.6688
"776",2013-05-01,2013,5,300476.5464,391317.2829,813395.2957,71720.15389
"777",2013-05-01,2013,5,300476.5464,391317.2829,3089829.637,247203.6688
"778",2013-05-01,2013,5,300476.5464,391317.2829,3089829.637,71720.15389
"779",2013-05-01,2013,5,155668.7098,391317.2829,813395.2957,247203.6688
"780",2013-05-01,2013,5,155668.7098,391317.2829,813395.2957,71720.15389
"781",2013-05-01,2013,5,155668.7098,391317.2829,3089829.637,247203.6688
"782",2013-05-01,2013,5,155668.7098,391317.2829,3089829.637,71720.15389
"783",2013-06-01,2013,6,232945.621,55429.15924,20304.58507,458.0792418
"784",2013-06-01,2013,6,232945.621,55429.15924,20304.58507,4790.15083
"785",2013-06-01,2013,6,232945.621,55429.15924,41917.6235,458.0792418
"786",2013-06-01,2013,6,232945.621,55429.15924,41917.6235,4790.15083
"787",2013-06-01,2013,6,232945.621,55174.67428,20304.58507,458.0792418
"788",2013-06-01,2013,6,232945.621,55174.67428,20304.58507,4790.15083
"789",2013-06-01,2013,6,232945.621,55174.67428,41917.6235,458.0792418
"790",2013-06-01,2013,6,232945.621,55174.67428,41917.6235,4790.15083
"791",2013-06-01,2013,6,293106.7256,55429.15924,20304.58507,458.0792418
"792",2013-06-01,2013,6,293106.7256,55429.15924,20304.58507,4790.15083
"793",2013-06-01,2013,6,293106.7256,55429.15924,41917.6235,458.0792418
"794",2013-06-01,2013,6,293106.7256,55429.15924,41917.6235,4790.15083
"795",2013-06-01,2013,6,293106.7256,55174.67428,20304.58507,458.0792418
"796",2013-06-01,2013,6,293106.7256,55174.67428,20304.58507,4790.15083
"797",2013-06-01,2013,6,293106.7256,55174.67428,41917.6235,458.0792418
"798",2013-06-01,2013,6,293106.7256,55174.67428,41917.6235,4790.15083
"799",2013-07-01,2013,7,886870.0638,666809.0874,95856.21307,453883.5089
"800",2013-07-01,2013,7,886870.0638,666809.0874,95856.21307,1080662.041
"801",2013-07-01,2013,7,886870.0638,666809.0874,862790.058,453883.5089
"802",2013-07-01,2013,7,886870.0638,666809.0874,862790.058,1080662.041
"803",2013-07-01,2013,7,886870.0638,8709426.375,95856.21307,453883.5089
"804",2013-07-01,2013,7,886870.0638,8709426.375,95856.21307,1080662.041
"805",2013-07-01,2013,7,886870.0638,8709426.375,862790.058,453883.5089
"806",2013-07-01,2013,7,886870.0638,8709426.375,862790.058,1080662.041
"807",2013-07-01,2013,7,559524.9601,666809.0874,95856.21307,453883.5089
"808",2013-07-01,2013,7,559524.9601,666809.0874,95856.21307,1080662.041
"809",2013-07-01,2013,7,559524.9601,666809.0874,862790.058,453883.5089
"810",2013-07-01,2013,7,559524.9601,666809.0874,862790.058,1080662.041
"811",2013-07-01,2013,7,559524.9601,8709426.375,95856.21307,453883.5089
"812",2013-07-01,2013,7,559524.9601,8709426.375,95856.21307,1080662.041
"813",2013-07-01,2013,7,559524.9601,8709426.375,862790.058,453883.5089
"814",2013-07-01,2013,7,559524.9601,8709426.375,862790.058,1080662.041
"815",2013-08-01,2013,8,352788.7902,6056997.078,9787072.961,347696.7092
"816",2013-08-01,2013,8,352788.7902,6056997.078,9787072.961,653356.3459
"817",2013-08-01,2013,8,352788.7902,6056997.078,18648357.66,347696.7092
"818",2013-08-01,2013,8,352788.7902,6056997.078,18648357.66,653356.3459
"819",2013-08-01,2013,8,352788.7902,11655165.49,9787072.961,347696.7092
"820",2013-08-01,2013,8,352788.7902,11655165.49,9787072.961,653356.3459
"821",2013-08-01,2013,8,352788.7902,11655165.49,18648357.66,347696.7092
"822",2013-08-01,2013,8,352788.7902,11655165.49,18648357.66,653356.3459
"823",2013-08-01,2013,8,460869.2856,6056997.078,9787072.961,347696.7092
"824",2013-08-01,2013,8,460869.2856,6056997.078,9787072.961,653356.3459
"825",2013-08-01,2013,8,460869.2856,6056997.078,18648357.66,347696.7092
"826",2013-08-01,2013,8,460869.2856,6056997.078,18648357.66,653356.3459
"827",2013-08-01,2013,8,460869.2856,11655165.49,9787072.961,347696.7092
"828",2013-08-01,2013,8,460869.2856,11655165.49,9787072.961,653356.3459
"829",2013-08-01,2013,8,460869.2856,11655165.49,18648357.66,347696.7092
"830",2013-08-01,2013,8,460869.2856,11655165.49,18648357.66,653356.3459
"831",2013-09-01,2013,9,299644.4554,1072541.756,2563479.172,513397.3587
"832",2013-10-01,2013,10,406701.9199,458438.0994,8940267.251,362744.003
"833",2013-10-01,2013,10,406701.9199,458438.0994,8940267.251,464285.1826
"834",2013-10-01,2013,10,406701.9199,458438.0994,8940267.251,605828.2003
"835",2013-10-01,2013,10,406701.9199,458438.0994,12448610.62,362744.003
"836",2013-10-01,2013,10,406701.9199,458438.0994,12448610.62,464285.1826
"837",2013-10-01,2013,10,406701.9199,458438.0994,12448610.62,605828.2003
"838",2013-10-01,2013,10,406701.9199,458438.0994,1153254.508,362744.003
"839",2013-10-01,2013,10,406701.9199,458438.0994,1153254.508,464285.1826
"840",2013-10-01,2013,10,406701.9199,458438.0994,1153254.508,605828.2003
"841",2013-10-01,2013,10,406701.9199,373382.3294,8940267.251,362744.003
"842",2013-10-01,2013,10,406701.9199,373382.3294,8940267.251,464285.1826
"843",2013-10-01,2013,10,406701.9199,373382.3294,8940267.251,605828.2003
"844",2013-10-01,2013,10,406701.9199,373382.3294,12448610.62,362744.003
"845",2013-10-01,2013,10,406701.9199,373382.3294,12448610.62,464285.1826
"846",2013-10-01,2013,10,406701.9199,373382.3294,12448610.62,605828.2003
"847",2013-10-01,2013,10,406701.9199,373382.3294,1153254.508,362744.003
"848",2013-10-01,2013,10,406701.9199,373382.3294,1153254.508,464285.1826
"849",2013-10-01,2013,10,406701.9199,373382.3294,1153254.508,605828.2003
"850",2013-10-01,2013,10,406701.9199,287824.4744,8940267.251,362744.003
"851",2013-10-01,2013,10,406701.9199,287824.4744,8940267.251,464285.1826
"852",2013-10-01,2013,10,406701.9199,287824.4744,8940267.251,605828.2003
"853",2013-10-01,2013,10,406701.9199,287824.4744,12448610.62,362744.003
"854",2013-10-01,2013,10,406701.9199,287824.4744,12448610.62,464285.1826
"855",2013-10-01,2013,10,406701.9199,287824.4744,12448610.62,605828.2003
"856",2013-10-01,2013,10,406701.9199,287824.4744,1153254.508,362744.003
"857",2013-10-01,2013,10,406701.9199,287824.4744,1153254.508,464285.1826
"858",2013-10-01,2013,10,406701.9199,287824.4744,1153254.508,605828.2003
"859",2013-10-01,2013,10,664789.6315,458438.0994,8940267.251,362744.003
"860",2013-10-01,2013,10,664789.6315,458438.0994,8940267.251,464285.1826
"861",2013-10-01,2013,10,664789.6315,458438.0994,8940267.251,605828.2003
"862",2013-10-01,2013,10,664789.6315,458438.0994,12448610.62,362744.003
"863",2013-10-01,2013,10,664789.6315,458438.0994,12448610.62,464285.1826
"864",2013-10-01,2013,10,664789.6315,458438.0994,12448610.62,605828.2003
"865",2013-10-01,2013,10,664789.6315,458438.0994,1153254.508,362744.003
"866",2013-10-01,2013,10,664789.6315,458438.0994,1153254.508,464285.1826
"867",2013-10-01,2013,10,664789.6315,458438.0994,1153254.508,605828.2003
"868",2013-10-01,2013,10,664789.6315,373382.3294,8940267.251,362744.003
"869",2013-10-01,2013,10,664789.6315,373382.3294,8940267.251,464285.1826
"870",2013-10-01,2013,10,664789.6315,373382.3294,8940267.251,605828.2003
"871",2013-10-01,2013,10,664789.6315,373382.3294,12448610.62,362744.003
"872",2013-10-01,2013,10,664789.6315,373382.3294,12448610.62,464285.1826
"873",2013-10-01,2013,10,664789.6315,373382.3294,12448610.62,605828.2003
"874",2013-10-01,2013,10,664789.6315,373382.3294,1153254.508,362744.003
"875",2013-10-01,2013,10,664789.6315,373382.3294,1153254.508,464285.1826
"876",2013-10-01,2013,10,664789.6315,373382.3294,1153254.508,605828.2003
"877",2013-10-01,2013,10,664789.6315,287824.4744,8940267.251,362744.003
"878",2013-10-01,2013,10,664789.6315,287824.4744,8940267.251,464285.1826
"879",2013-10-01,2013,10,664789.6315,287824.4744,8940267.251,605828.2003
"880",2013-10-01,2013,10,664789.6315,287824.4744,12448610.62,362744.003
"881",2013-10-01,2013,10,664789.6315,287824.4744,12448610.62,464285.1826
"882",2013-10-01,2013,10,664789.6315,287824.4744,12448610.62,605828.2003
"883",2013-10-01,2013,10,664789.6315,287824.4744,1153254.508,362744.003
"884",2013-10-01,2013,10,664789.6315,287824.4744,1153254.508,464285.1826
"885",2013-10-01,2013,10,664789.6315,287824.4744,1153254.508,605828.2003
"886",2013-10-01,2013,10,188059.2253,458438.0994,8940267.251,362744.003
"887",2013-10-01,2013,10,188059.2253,458438.0994,8940267.251,464285.1826
"888",2013-10-01,2013,10,188059.2253,458438.0994,8940267.251,605828.2003
"889",2013-10-01,2013,10,188059.2253,458438.0994,12448610.62,362744.003
"890",2013-10-01,2013,10,188059.2253,458438.0994,12448610.62,464285.1826
"891",2013-10-01,2013,10,188059.2253,458438.0994,12448610.62,605828.2003
"892",2013-10-01,2013,10,188059.2253,458438.0994,1153254.508,362744.003
"893",2013-10-01,2013,10,188059.2253,458438.0994,1153254.508,464285.1826
"894",2013-10-01,2013,10,188059.2253,458438.0994,1153254.508,605828.2003
"895",2013-10-01,2013,10,188059.2253,373382.3294,8940267.251,362744.003
"896",2013-10-01,2013,10,188059.2253,373382.3294,8940267.251,464285.1826
"897",2013-10-01,2013,10,188059.2253,373382.3294,8940267.251,605828.2003
"898",2013-10-01,2013,10,188059.2253,373382.3294,12448610.62,362744.003
"899",2013-10-01,2013,10,188059.2253,373382.3294,12448610.62,464285.1826
"900",2013-10-01,2013,10,188059.2253,373382.3294,12448610.62,605828.2003
"901",2013-10-01,2013,10,188059.2253,373382.3294,1153254.508,362744.003
"902",2013-10-01,2013,10,188059.2253,373382.3294,1153254.508,464285.1826
"903",2013-10-01,2013,10,188059.2253,373382.3294,1153254.508,605828.2003
"904",2013-10-01,2013,10,188059.2253,287824.4744,8940267.251,362744.003
"905",2013-10-01,2013,10,188059.2253,287824.4744,8940267.251,464285.1826
"906",2013-10-01,2013,10,188059.2253,287824.4744,8940267.251,605828.2003
"907",2013-10-01,2013,10,188059.2253,287824.4744,12448610.62,362744.003
"908",2013-10-01,2013,10,188059.2253,287824.4744,12448610.62,464285.1826
"909",2013-10-01,2013,10,188059.2253,287824.4744,12448610.62,605828.2003
"910",2013-10-01,2013,10,188059.2253,287824.4744,1153254.508,362744.003
"911",2013-10-01,2013,10,188059.2253,287824.4744,1153254.508,464285.1826
"912",2013-10-01,2013,10,188059.2253,287824.4744,1153254.508,605828.2003
"913",2013-11-01,2013,11,92636.15995,88795.55166,63716.29052,36465.70518
"914",2013-11-01,2013,11,92636.15995,88795.55166,63716.29052,92797.79872
"915",2013-11-01,2013,11,92636.15995,88795.55166,347426.5695,36465.70518
"916",2013-11-01,2013,11,92636.15995,88795.55166,347426.5695,92797.79872
"917",2013-11-01,2013,11,92636.15995,30268.85994,63716.29052,36465.70518
"918",2013-11-01,2013,11,92636.15995,30268.85994,63716.29052,92797.79872
"919",2013-11-01,2013,11,92636.15995,30268.85994,347426.5695,36465.70518
"920",2013-11-01,2013,11,92636.15995,30268.85994,347426.5695,92797.79872
"921",2013-11-01,2013,11,163113.315,88795.55166,63716.29052,36465.70518
"922",2013-11-01,2013,11,163113.315,88795.55166,63716.29052,92797.79872
"923",2013-11-01,2013,11,163113.315,88795.55166,347426.5695,36465.70518
"924",2013-11-01,2013,11,163113.315,88795.55166,347426.5695,92797.79872
"925",2013-11-01,2013,11,163113.315,30268.85994,63716.29052,36465.70518
"926",2013-11-01,2013,11,163113.315,30268.85994,63716.29052,92797.79872
"927",2013-11-01,2013,11,163113.315,30268.85994,347426.5695,36465.70518
"928",2013-11-01,2013,11,163113.315,30268.85994,347426.5695,92797.79872
"929",2013-12-01,2013,12,197460.2599,145536.7332,476355.1004,430926.7838
"930",2014-01-01,2014,1,124685.1719,169094.3582,1802285.897,199418.9349
"931",2014-01-01,2014,1,124685.1719,169094.3582,1802285.897,200790.4288
"932",2014-01-01,2014,1,124685.1719,169094.3582,5611740.517,199418.9349
"933",2014-01-01,2014,1,124685.1719,169094.3582,5611740.517,200790.4288
"934",2014-01-01,2014,1,124685.1719,135247.4925,1802285.897,199418.9349
"935",2014-01-01,2014,1,124685.1719,135247.4925,1802285.897,200790.4288
"936",2014-01-01,2014,1,124685.1719,135247.4925,5611740.517,199418.9349
"937",2014-01-01,2014,1,124685.1719,135247.4925,5611740.517,200790.4288
"938",2014-01-01,2014,1,261570.7915,169094.3582,1802285.897,199418.9349
"939",2014-01-01,2014,1,261570.7915,169094.3582,1802285.897,200790.4288
"940",2014-01-01,2014,1,261570.7915,169094.3582,5611740.517,199418.9349
"941",2014-01-01,2014,1,261570.7915,169094.3582,5611740.517,200790.4288
"942",2014-01-01,2014,1,261570.7915,135247.4925,1802285.897,199418.9349
"943",2014-01-01,2014,1,261570.7915,135247.4925,1802285.897,200790.4288
"944",2014-01-01,2014,1,261570.7915,135247.4925,5611740.517,199418.9349
"945",2014-01-01,2014,1,261570.7915,135247.4925,5611740.517,200790.4288
"946",2014-02-01,2014,2,168335.8181,265107.0736,10849428.9,105419.3837
"947",2014-03-01,2014,3,276286.4962,363142.9631,3810612.214,71426.40925
"948",2014-03-01,2014,3,276286.4962,363142.9631,3810612.214,126214.9418
"949",2014-03-01,2014,3,276286.4962,363142.9631,6960558.29,71426.40925
"950",2014-03-01,2014,3,276286.4962,363142.9631,6960558.29,126214.9418
"951",2014-03-01,2014,3,276286.4962,584386.64,3810612.214,71426.40925
"952",2014-03-01,2014,3,276286.4962,584386.64,3810612.214,126214.9418
"953",2014-03-01,2014,3,276286.4962,584386.64,6960558.29,71426.40925
"954",2014-03-01,2014,3,276286.4962,584386.64,6960558.29,126214.9418
"955",2014-03-01,2014,3,496002.9074,363142.9631,3810612.214,71426.40925
"956",2014-03-01,2014,3,496002.9074,363142.9631,3810612.214,126214.9418
"957",2014-03-01,2014,3,496002.9074,363142.9631,6960558.29,71426.40925
"958",2014-03-01,2014,3,496002.9074,363142.9631,6960558.29,126214.9418
"959",2014-03-01,2014,3,496002.9074,584386.64,3810612.214,71426.40925
"960",2014-03-01,2014,3,496002.9074,584386.64,3810612.214,126214.9418
"961",2014-03-01,2014,3,496002.9074,584386.64,6960558.29,71426.40925
"962",2014-03-01,2014,3,496002.9074,584386.64,6960558.29,126214.9418
"963",2014-04-01,2014,4,381764.3395,1628044.504,11847090.56,50899.90432
"964",2014-04-01,2014,4,381764.3395,1628044.504,11847090.56,194080.2136
"965",2014-04-01,2014,4,381764.3395,1628044.504,11847090.56,59288.5301
"966",2014-04-01,2014,4,381764.3395,1628044.504,4233574.244,50899.90432
"967",2014-04-01,2014,4,381764.3395,1628044.504,4233574.244,194080.2136
"968",2014-04-01,2014,4,381764.3395,1628044.504,4233574.244,59288.5301
"969",2014-04-01,2014,4,381764.3395,1628044.504,186757.7571,50899.90432
"970",2014-04-01,2014,4,381764.3395,1628044.504,186757.7571,194080.2136
"971",2014-04-01,2014,4,381764.3395,1628044.504,186757.7571,59288.5301
"972",2014-04-01,2014,4,381764.3395,1220401.105,11847090.56,50899.90432
"973",2014-04-01,2014,4,381764.3395,1220401.105,11847090.56,194080.2136
"974",2014-04-01,2014,4,381764.3395,1220401.105,11847090.56,59288.5301
"975",2014-04-01,2014,4,381764.3395,1220401.105,4233574.244,50899.90432
"976",2014-04-01,2014,4,381764.3395,1220401.105,4233574.244,194080.2136
"977",2014-04-01,2014,4,381764.3395,1220401.105,4233574.244,59288.5301
"978",2014-04-01,2014,4,381764.3395,1220401.105,186757.7571,50899.90432
"979",2014-04-01,2014,4,381764.3395,1220401.105,186757.7571,194080.2136
"980",2014-04-01,2014,4,381764.3395,1220401.105,186757.7571,59288.5301
"981",2014-04-01,2014,4,381764.3395,1904642.084,11847090.56,50899.90432
"982",2014-04-01,2014,4,381764.3395,1904642.084,11847090.56,194080.2136
"983",2014-04-01,2014,4,381764.3395,1904642.084,11847090.56,59288.5301
"984",2014-04-01,2014,4,381764.3395,1904642.084,4233574.244,50899.90432
"985",2014-04-01,2014,4,381764.3395,1904642.084,4233574.244,194080.2136
"986",2014-04-01,2014,4,381764.3395,1904642.084,4233574.244,59288.5301
"987",2014-04-01,2014,4,381764.3395,1904642.084,186757.7571,50899.90432
"988",2014-04-01,2014,4,381764.3395,1904642.084,186757.7571,194080.2136
"989",2014-04-01,2014,4,381764.3395,1904642.084,186757.7571,59288.5301
"990",2014-04-01,2014,4,324443.8681,1628044.504,11847090.56,50899.90432
"991",2014-04-01,2014,4,324443.8681,1628044.504,11847090.56,194080.2136
"992",2014-04-01,2014,4,324443.8681,1628044.504,11847090.56,59288.5301
"993",2014-04-01,2014,4,324443.8681,1628044.504,4233574.244,50899.90432
"994",2014-04-01,2014,4,324443.8681,1628044.504,4233574.244,194080.2136
"995",2014-04-01,2014,4,324443.8681,1628044.504,4233574.244,59288.5301
"996",2014-04-01,2014,4,324443.8681,1628044.504,186757.7571,50899.90432
"997",2014-04-01,2014,4,324443.8681,1628044.504,186757.7571,194080.2136
"998",2014-04-01,2014,4,324443.8681,1628044.504,186757.7571,59288.5301
"999",2014-04-01,2014,4,324443.8681,1220401.105,11847090.56,50899.90432
"1000",2014-04-01,2014,4,324443.8681,1220401.105,11847090.56,194080.2136
"1001",2014-04-01,2014,4,324443.8681,1220401.105,11847090.56,59288.5301
"1002",2014-04-01,2014,4,324443.8681,1220401.105,4233574.244,50899.90432
"1003",2014-04-01,2014,4,324443.8681,1220401.105,4233574.244,194080.2136
"1004",2014-04-01,2014,4,324443.8681,1220401.105,4233574.244,59288.5301
"1005",2014-04-01,2014,4,324443.8681,1220401.105,186757.7571,50899.90432
"1006",2014-04-01,2014,4,324443.8681,1220401.105,186757.7571,194080.2136
"1007",2014-04-01,2014,4,324443.8681,1220401.105,186757.7571,59288.5301
"1008",2014-04-01,2014,4,324443.8681,1904642.084,11847090.56,50899.90432
"1009",2014-04-01,2014,4,324443.8681,1904642.084,11847090.56,194080.2136
"1010",2014-04-01,2014,4,324443.8681,1904642.084,11847090.56,59288.5301
"1011",2014-04-01,2014,4,324443.8681,1904642.084,4233574.244,50899.90432
"1012",2014-04-01,2014,4,324443.8681,1904642.084,4233574.244,194080.2136
"1013",2014-04-01,2014,4,324443.8681,1904642.084,4233574.244,59288.5301
"1014",2014-04-01,2014,4,324443.8681,1904642.084,186757.7571,50899.90432
"1015",2014-04-01,2014,4,324443.8681,1904642.084,186757.7571,194080.2136
"1016",2014-04-01,2014,4,324443.8681,1904642.084,186757.7571,59288.5301
"1017",2014-04-01,2014,4,420917.6936,1628044.504,11847090.56,50899.90432
"1018",2014-04-01,2014,4,420917.6936,1628044.504,11847090.56,194080.2136
"1019",2014-04-01,2014,4,420917.6936,1628044.504,11847090.56,59288.5301
"1020",2014-04-01,2014,4,420917.6936,1628044.504,4233574.244,50899.90432
"1021",2014-04-01,2014,4,420917.6936,1628044.504,4233574.244,194080.2136
"1022",2014-04-01,2014,4,420917.6936,1628044.504,4233574.244,59288.5301
"1023",2014-04-01,2014,4,420917.6936,1628044.504,186757.7571,50899.90432
"1024",2014-04-01,2014,4,420917.6936,1628044.504,186757.7571,194080.2136
"1025",2014-04-01,2014,4,420917.6936,1628044.504,186757.7571,59288.5301
"1026",2014-04-01,2014,4,420917.6936,1220401.105,11847090.56,50899.90432
"1027",2014-04-01,2014,4,420917.6936,1220401.105,11847090.56,194080.2136
"1028",2014-04-01,2014,4,420917.6936,1220401.105,11847090.56,59288.5301
"1029",2014-04-01,2014,4,420917.6936,1220401.105,4233574.244,50899.90432
"1030",2014-04-01,2014,4,420917.6936,1220401.105,4233574.244,194080.2136
"1031",2014-04-01,2014,4,420917.6936,1220401.105,4233574.244,59288.5301
"1032",2014-04-01,2014,4,420917.6936,1220401.105,186757.7571,50899.90432
"1033",2014-04-01,2014,4,420917.6936,1220401.105,186757.7571,194080.2136
"1034",2014-04-01,2014,4,420917.6936,1220401.105,186757.7571,59288.5301
"1035",2014-04-01,2014,4,420917.6936,1904642.084,11847090.56,50899.90432
"1036",2014-04-01,2014,4,420917.6936,1904642.084,11847090.56,194080.2136
"1037",2014-04-01,2014,4,420917.6936,1904642.084,11847090.56,59288.5301
"1038",2014-04-01,2014,4,420917.6936,1904642.084,4233574.244,50899.90432
"1039",2014-04-01,2014,4,420917.6936,1904642.084,4233574.244,194080.2136
"1040",2014-04-01,2014,4,420917.6936,1904642.084,4233574.244,59288.5301
"1041",2014-04-01,2014,4,420917.6936,1904642.084,186757.7571,50899.90432
"1042",2014-04-01,2014,4,420917.6936,1904642.084,186757.7571,194080.2136
"1043",2014-04-01,2014,4,420917.6936,1904642.084,186757.7571,59288.5301
"1044",2014-05-01,2014,5,487364.2201,347117.6679,366806.0299,93876.44474
"1045",2014-05-01,2014,5,487364.2201,347117.6679,366806.0299,210963.5819
"1046",2014-05-01,2014,5,487364.2201,347117.6679,10676.8214,93876.44474
"1047",2014-05-01,2014,5,487364.2201,347117.6679,10676.8214,210963.5819
"1048",2014-05-01,2014,5,487364.2201,754616.9931,366806.0299,93876.44474
"1049",2014-05-01,2014,5,487364.2201,754616.9931,366806.0299,210963.5819
"1050",2014-05-01,2014,5,487364.2201,754616.9931,10676.8214,93876.44474
"1051",2014-05-01,2014,5,487364.2201,754616.9931,10676.8214,210963.5819
"1052",2014-05-01,2014,5,424467.822,347117.6679,366806.0299,93876.44474
"1053",2014-05-01,2014,5,424467.822,347117.6679,366806.0299,210963.5819
"1054",2014-05-01,2014,5,424467.822,347117.6679,10676.8214,93876.44474
"1055",2014-05-01,2014,5,424467.822,347117.6679,10676.8214,210963.5819
"1056",2014-05-01,2014,5,424467.822,754616.9931,366806.0299,93876.44474
"1057",2014-05-01,2014,5,424467.822,754616.9931,366806.0299,210963.5819
"1058",2014-05-01,2014,5,424467.822,754616.9931,10676.8214,93876.44474
"1059",2014-05-01,2014,5,424467.822,754616.9931,10676.8214,210963.5819
"1060",2014-06-01,2014,6,717159.7867,542170.981,52895.92991,152747.0008
"1061",2014-06-01,2014,6,717159.7867,542170.981,52895.92991,208521.5304
"1062",2014-06-01,2014,6,717159.7867,542170.981,47034.97547,152747.0008
"1063",2014-06-01,2014,6,717159.7867,542170.981,47034.97547,208521.5304
"1064",2014-06-01,2014,6,717159.7867,717989.1865,52895.92991,152747.0008
"1065",2014-06-01,2014,6,717159.7867,717989.1865,52895.92991,208521.5304
"1066",2014-06-01,2014,6,717159.7867,717989.1865,47034.97547,152747.0008
"1067",2014-06-01,2014,6,717159.7867,717989.1865,47034.97547,208521.5304
"1068",2014-06-01,2014,6,752606.4971,542170.981,52895.92991,152747.0008
"1069",2014-06-01,2014,6,752606.4971,542170.981,52895.92991,208521.5304
"1070",2014-06-01,2014,6,752606.4971,542170.981,47034.97547,152747.0008
"1071",2014-06-01,2014,6,752606.4971,542170.981,47034.97547,208521.5304
"1072",2014-06-01,2014,6,752606.4971,717989.1865,52895.92991,152747.0008
"1073",2014-06-01,2014,6,752606.4971,717989.1865,52895.92991,208521.5304
"1074",2014-06-01,2014,6,752606.4971,717989.1865,47034.97547,152747.0008
