"","YearMonth","Year","Month","Season","Cryto.Biovolume","Cyano.Biovolume","Diatoms.Biovolume","Greens.Biovolume","waterlevel.masl","Daphnia","RB5.ChlA","RB5.DO","RB5.NO3","RB5.pH","RB5.SD","RB5.SRP","RB5.SRSi","RB5.Temp","RB5.TON","RB5.TP"
"882",2013-10-01,2013,10,"Autumn",664789.6315,287824.4744,12448610.62,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"883",2013-10-01,2013,10,"Autumn",664789.6315,287824.4744,1153254.508,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"884",2013-10-01,2013,10,"Autumn",664789.6315,287824.4744,1153254.508,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"885",2013-10-01,2013,10,"Autumn",664789.6315,287824.4744,1153254.508,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"886",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,8940267.251,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"887",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,8940267.251,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"888",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,8940267.251,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"889",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,12448610.62,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"890",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,12448610.62,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"891",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,12448610.62,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"892",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,1153254.508,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"893",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,1153254.508,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"894",2013-10-01,2013,10,"Autumn",188059.2253,458438.0994,1153254.508,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"895",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,8940267.251,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"896",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,8940267.251,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"897",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,8940267.251,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"898",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,12448610.62,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"899",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,12448610.62,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"900",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,12448610.62,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"901",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,1153254.508,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"902",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,1153254.508,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"903",2013-10-01,2013,10,"Autumn",188059.2253,373382.3294,1153254.508,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"904",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,8940267.251,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"905",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,8940267.251,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"906",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,8940267.251,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"907",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,12448610.62,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"908",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,12448610.62,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"909",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,12448610.62,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"910",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,1153254.508,362744.003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"911",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,1153254.508,464285.1826,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"912",2013-10-01,2013,10,"Autumn",188059.2253,287824.4744,1153254.508,605828.2003,107.173588733333,8.375,36.1933333333333,NA,NA,NA,NA,7.62,NA,NA,NA,55.2466666666667
"913",2013-11-01,NA,NA,NA,92636.15995,88795.55166,63716.29052,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"914",2013-11-01,NA,NA,NA,92636.15995,88795.55166,63716.29052,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",2013-11-01,NA,NA,NA,92636.15995,88795.55166,347426.5695,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",2013-11-01,NA,NA,NA,92636.15995,88795.55166,347426.5695,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"917",2013-11-01,NA,NA,NA,92636.15995,30268.85994,63716.29052,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"918",2013-11-01,NA,NA,NA,92636.15995,30268.85994,63716.29052,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"919",2013-11-01,NA,NA,NA,92636.15995,30268.85994,347426.5695,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"920",2013-11-01,NA,NA,NA,92636.15995,30268.85994,347426.5695,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"921",2013-11-01,NA,NA,NA,163113.315,88795.55166,63716.29052,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"922",2013-11-01,NA,NA,NA,163113.315,88795.55166,63716.29052,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"923",2013-11-01,NA,NA,NA,163113.315,88795.55166,347426.5695,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"924",2013-11-01,NA,NA,NA,163113.315,88795.55166,347426.5695,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"925",2013-11-01,NA,NA,NA,163113.315,30268.85994,63716.29052,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"926",2013-11-01,NA,NA,NA,163113.315,30268.85994,63716.29052,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"927",2013-11-01,NA,NA,NA,163113.315,30268.85994,347426.5695,36465.70518,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"928",2013-11-01,NA,NA,NA,163113.315,30268.85994,347426.5695,92797.79872,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"929",2013-12-01,NA,NA,NA,197460.2599,145536.7332,476355.1004,430926.7838,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"930",2014-01-01,2014,1,"Winter",124685.1719,169094.3582,1802285.897,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",2014-01-01,2014,1,"Winter",124685.1719,169094.3582,1802285.897,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",2014-01-01,2014,1,"Winter",124685.1719,169094.3582,5611740.517,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"933",2014-01-01,2014,1,"Winter",124685.1719,169094.3582,5611740.517,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"934",2014-01-01,2014,1,"Winter",124685.1719,135247.4925,1802285.897,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"935",2014-01-01,2014,1,"Winter",124685.1719,135247.4925,1802285.897,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"936",2014-01-01,2014,1,"Winter",124685.1719,135247.4925,5611740.517,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"937",2014-01-01,2014,1,"Winter",124685.1719,135247.4925,5611740.517,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"938",2014-01-01,2014,1,"Winter",261570.7915,169094.3582,1802285.897,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"939",2014-01-01,2014,1,"Winter",261570.7915,169094.3582,1802285.897,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"940",2014-01-01,2014,1,"Winter",261570.7915,169094.3582,5611740.517,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"941",2014-01-01,2014,1,"Winter",261570.7915,169094.3582,5611740.517,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"942",2014-01-01,2014,1,"Winter",261570.7915,135247.4925,1802285.897,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"943",2014-01-01,2014,1,"Winter",261570.7915,135247.4925,1802285.897,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"944",2014-01-01,2014,1,"Winter",261570.7915,135247.4925,5611740.517,199418.9349,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"945",2014-01-01,2014,1,"Winter",261570.7915,135247.4925,5611740.517,200790.4288,NA,1.3,7.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
"946",2014-02-01,2014,2,"Winter",168335.8181,265107.0736,10849428.9,105419.3837,NA,1.8,19.21,NA,NA,NA,NA,7.04,NA,NA,NA,33.57
"947",2014-03-01,2014,3,"Spring",276286.4962,363142.9631,3810612.214,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"948",2014-03-01,2014,3,"Spring",276286.4962,363142.9631,3810612.214,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"949",2014-03-01,2014,3,"Spring",276286.4962,363142.9631,6960558.29,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"950",2014-03-01,2014,3,"Spring",276286.4962,363142.9631,6960558.29,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"951",2014-03-01,2014,3,"Spring",276286.4962,584386.64,3810612.214,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"952",2014-03-01,2014,3,"Spring",276286.4962,584386.64,3810612.214,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"953",2014-03-01,2014,3,"Spring",276286.4962,584386.64,6960558.29,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"954",2014-03-01,2014,3,"Spring",276286.4962,584386.64,6960558.29,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"955",2014-03-01,2014,3,"Spring",496002.9074,363142.9631,3810612.214,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"956",2014-03-01,2014,3,"Spring",496002.9074,363142.9631,3810612.214,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"957",2014-03-01,2014,3,"Spring",496002.9074,363142.9631,6960558.29,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"958",2014-03-01,2014,3,"Spring",496002.9074,363142.9631,6960558.29,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"959",2014-03-01,2014,3,"Spring",496002.9074,584386.64,3810612.214,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"960",2014-03-01,2014,3,"Spring",496002.9074,584386.64,3810612.214,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"961",2014-03-01,2014,3,"Spring",496002.9074,584386.64,6960558.29,71426.40925,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"962",2014-03-01,2014,3,"Spring",496002.9074,584386.64,6960558.29,126214.9418,NA,1.08333333333333,14.735,NA,NA,NA,NA,1.79,NA,NA,NA,26.895
"963",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"964",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"965",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"966",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"967",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"968",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"969",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"970",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"971",2014-04-01,2014,4,"Spring",381764.3395,1628044.504,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"972",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"973",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"974",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"975",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"976",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"977",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"978",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"979",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"980",2014-04-01,2014,4,"Spring",381764.3395,1220401.105,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"981",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"982",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"983",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"984",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"985",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"986",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"987",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"988",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"989",2014-04-01,2014,4,"Spring",381764.3395,1904642.084,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"990",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"991",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"992",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"993",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"994",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"995",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"996",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"997",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"998",2014-04-01,2014,4,"Spring",324443.8681,1628044.504,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"999",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1000",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1001",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1002",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1003",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1004",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1005",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1006",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1007",2014-04-01,2014,4,"Spring",324443.8681,1220401.105,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1008",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1009",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1010",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1011",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1012",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1013",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1014",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1015",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1016",2014-04-01,2014,4,"Spring",324443.8681,1904642.084,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1017",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1018",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1019",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1020",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1021",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1022",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1023",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1024",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1025",2014-04-01,2014,4,"Spring",420917.6936,1628044.504,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1026",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1027",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1028",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1029",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,4233574.244,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1030",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,4233574.244,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1031",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,4233574.244,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1032",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,186757.7571,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1033",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,186757.7571,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1034",2014-04-01,2014,4,"Spring",420917.6936,1220401.105,186757.7571,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1035",2014-04-01,2014,4,"Spring",420917.6936,1904642.084,11847090.56,50899.90432,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1036",2014-04-01,2014,4,"Spring",420917.6936,1904642.084,11847090.56,194080.2136,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
"1037",2014-04-01,2014,4,"Spring",420917.6936,1904642.084,11847090.56,59288.5301,NA,13.9,13.04,NA,NA,NA,NA,1.97333333333333,NA,NA,NA,22.99
